Datum	Zeme	Latitude	Longitude	Production country appearances	Kumulativne	Kontinent	Filmy celkem	Koprodukcni filmy	Podil koprodukci	Koprodukce s Ceskem	Prvni vyskyt	Posledni vyskyt	Nejvyraznejsi rok	Top koprodukcni partneri	Ukazkove filmy	Ceny	Reziseri	DetailKey	Metric
01/07/2014	Czechoslovakia	49.8	15	4	75	Evropa	135	6	4.4 %	0	1992	2025	1995 (16)	Italy (2); Germany (1); France (1); Poland (1); Belgium (1)	2025: Death of the Beautiful Deer; 2025: Ecce Homo Homolka; 2025: Every Young Man; 2024: Joseph Kilian; 2024: Murdering the Devil	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czechoslovakia	Production country appearances in KVIFF catalogue
01/07/2014	Denmark	56.3	9.5	5	96	Evropa	150	84	56 %	6	1995	2025	2005 (10)	Sweden (33); France (28); Germany (22); Iceland (13); Norway (12); United Kingdom (10); Netherlands (8); Mexico (7)	2025: Kill the Jockey; 2025: Love That Remains; 2025: Sentimental Value; 2025: About a Hero; 2024: Crossing	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Denmark	Production country appearances in KVIFF catalogue
01/07/2014	Estonia	58.6	25	4	31	Evropa	52	21	40.4 %	1	1996	2023	2018 (7)	Finland (6); Russia (6); Latvia (5); Germany (4); Sweden (3); France (3); Lithuania (2); USA (1)	2023: Stolen Meeting; 2022: Captain Volkonogov Escaped; 2021: Compartment No. 6; 2021: Conference; 2021: My Dear Corpses	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Estonia	Production country appearances in KVIFF catalogue
01/07/2014	Finland	61.9	25.7	3	56	Evropa	76	40	52.6 %	2	1992	2025	1995 (6)	Germany (18); Sweden (11); Estonia (6); Russia (6); Denmark (4); United Kingdom (3); Brazil (2); Latvia (2)	2025: Fish River Anthology; 2024: Preemptive Listening; 2024: Silent Trilogy; 2023: Fallen Leaves; 2023: Sisu	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Finland	Production country appearances in KVIFF catalogue
01/07/2014	France	46.2	2.2	31	604	Evropa	985	676	68.6 %	40	1992	2025	2024 (54)	Germany (152); Italy (117); Belgium (107); USA (60); United Kingdom (51); Switzerland (47); Spain (45); Netherlands (41)	2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Renoir; 2025: Anatomy of the Horses; 2025: Hurikán	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	France	Production country appearances in KVIFF catalogue
01/07/2014	Georgia	42.3	43.4	2	12	Asie	32	23	71.9 %	1	1994	2025	2017 (5)	France (11); Germany (8); USA (3); Kazakhstan (2); Ukraine (2); Russia (2); Croatia (2); Qatar (2)	2025: April; 2024: Crossing; 2024: Panopticon; 2023: Citizen Saint; 2023: Blackbird Blackbird Blackberry	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Georgia	Production country appearances in KVIFF catalogue
01/07/2014	Germany	51.2	10.4	24	436	Evropa	653	434	66.5 %	34	1992	2025	2015 (30)	France (152); Austria (51); USA (44); Czech Republic (34); United Kingdom (32); Netherlands (32); Italy (31); Switzerland (30)	2025: All That's Left of You; 2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Sentimental Value; 2025: Yes	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Germany	Production country appearances in KVIFF catalogue
01/07/2014	Greece	39.1	21.8	5	56	Evropa	84	36	42.9 %	2	1995	2025	2015 (10)	Germany (13); Turkey (7); Cyprus (6); France (5); Bulgaria (5); Netherlands (5); Italy (2); Romania (2)	2025: All That's Left of You; 2025: N3G; 2025: They Come Out of Margo; 2023: To the North; 2023: Embryo Larva Butterfly	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Greece	Production country appearances in KVIFF catalogue
01/07/2014	Hong Kong	22.3	114.2	1	24	Asie	31	13	41.9 %	1	1995	2025	1995 (6)	China (9); USA (4); France (2); Germany (1); Italy (1); Luxembourg (1); Thailand (1); Netherlands (1)	2025: Keep Out; 2025: Mr. Vampire; 2024: Shambhala; 2023: Way of the Dragon; 2022: All the Crows in the World	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hong Kong	Production country appearances in KVIFF catalogue
01/07/2014	Hungary	47.2	19.5	4	101	Evropa	122	54	44.3 %	7	1992	2025	2000 (10)	Germany (22); France (11); Slovak Republic (8); Czech Republic (7); Romania (6); Austria (5); United Kingdom (4); USA (4)	2025: Diamond Beauty; 2025: Jimmy Jaguar; 2024: Explanation for Everything; 2023: Infinity Pool; 2023: White Plastic Sky	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hungary	Production country appearances in KVIFF catalogue
01/07/2014	Iceland	64.9	-18.6	3	35	Evropa	50	29	58 %	1	1996	2025	2007 (5)	Denmark (13); United Kingdom (8); Sweden (7); Germany (6); France (6); USA (4); Norway (4); Poland (2)	2025: Love That Remains; 2024: When the Light Breaks; 2023: Nest; 2022: Beautiful Beings; 2022: Godland	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iceland	Production country appearances in KVIFF catalogue
01/07/2014	India	20.6	78.9	8	46	Asie	57	15	26.3 %	1	1994	2024	2014 (8)	France (6); Germany (4); United Kingdom (4); USA (4); Netherlands (2); Czech Republic (1); Singapore (1); South Korea (1)	2024: All We Imagine as Light; 2024: Girls Will Be Girls; 2024: Santosh; 2024: Slow Shift; 2024: Second Chance	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	India	Production country appearances in KVIFF catalogue
01/07/2014	Indonesia	-0.8	113.9	2	8	Asie	15	9	60 %	0	2002	2025	2023 (2)	France (3); USA (3); Japan (2); Netherlands (2); Switzerland (2); Singapore (2); Philippines (2); Germany (2)	2025: Renoir; 2024: Of Other Tomorrows Never Known; 2023: Autobiography; 2023: Garden Amidst the Flame; 2021: Impetigore	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Indonesia	Production country appearances in KVIFF catalogue
01/07/2014	Iran	32.4	53.7	2	68	Blizky vychod	103	25	24.3 %	1	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: It Was Just an Accident; 2025: Put Your Soul on Your Hand and Walk; 2025: Tehran Another View; 2025: Bidad	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iran	Production country appearances in KVIFF catalogue
01/07/2014	Iraq	33.2	43.7	1	10	Blizky vychod	10	8	80 %	0	2005	2014	2013 (5)	Germany (2); Iran (1); USA (1); United Kingdom (1); France (1); Netherlands (1); Palestine (1); United Arab Emirates (1)	2014: Memories On Stone; 2013: Before Snowfall; 2013: Kick Off; 2013: Land of Heroes; 2013: Rhino Season	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iraq	Production country appearances in KVIFF catalogue
01/07/2014	Ireland	53.4	-8.2	2	34	Evropa	54	39	72.2 %	1	1994	2025	2025 (4)	United Kingdom (27); USA (6); Germany (5); France (5); Netherlands (3); Italy (2); Canada (2); Belgium (2)	2025: Bogancloch; 2025: Christy; 2025: We Beg to Differ; 2025: Tin City; 2024: Kinds of Kindness	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Ireland	Production country appearances in KVIFF catalogue
01/07/2014	Israel	31	35	2	47	Blizky vychod	65	36	55.4 %	2	1996	2025	2013 (6)	France (20); Germany (12); USA (7); Palestine (4); Belgium (4); United Kingdom (2); Italy (2); Poland (2)	2025: Yes; 2025: Letter to David; 2024: Tropicana; 2022: America; 2022: June Zero	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Israel	Production country appearances in KVIFF catalogue
01/07/2014	Italy	41.9	12.6	22	243	Evropa	346	184	53.2 %	9	1994	2025	2012 (33)	France (117); Germany (31); United Kingdom (21); USA (20); Spain (17); Belgium (16); Switzerland (16); Czech Republic (9)	2025: Little Trouble Girls; 2025: April; 2025: Caravan; 2025: Vermiglio; 2025: Feeling Better	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Italy	Production country appearances in KVIFF catalogue
01/07/2014	Japan	36.2	138.3	5	115	Asie	176	41	23.3 %	1	1994	2025	2023 (16)	France (14); USA (9); Germany (7); Netherlands (6); South Korea (4); China (3); Spain (3); Taiwan (2)	2025: Renoir; 2025: Point Break; 2024: Artist of Fasting; 2024: Oyu; 2024: Franz Kafka's A Country Doctor	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Japan	Production country appearances in KVIFF catalogue
01/07/2014	Kazakhstan	48	66.9	3	31	Asie	34	14	41.2 %	1	1994	2025	1999 (9)	France (9); Russia (5); Germany (5); Switzerland (2); Georgia (2); Kyrgyzstan (1); Japan (1); Netherlands (1)	2025: Cadet; 2024: Steppenwolf; 2018: Gentle Indifference of the World; 2014: Corn Island; 2014: Adventure	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Kazakhstan	Production country appearances in KVIFF catalogue
01/07/2014	Kosovo	42.6	20.9	1	1	Evropa	10	10	100 %	0	2014	2024	2015 (3)	Albania (5); North Macedonia (5); Germany (3); Italy (2); France (2); Switzerland (2); Croatia (2); Greece (1)	2024: Housekeeping for Beginners; 2021: Hive; 2021: Sisterhood; 2019: Aga's House; 2017: Unwanted	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Kosovo	Production country appearances in KVIFF catalogue
01/07/2014	Latvia	56.9	24.6	1	23	Evropa	50	25	50 %	3	1996	2025	2018 (11)	Germany (8); Lithuania (6); Estonia (5); Netherlands (4); Russia (3); Czech Republic (3); Sweden (2); Finland (2)	2025: Two Prosecutors; 2025: Renovation; 2022: My Love Affair with Marriage; 2019: Oleg; 2019: Certain Kind of Silence	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Latvia	Production country appearances in KVIFF catalogue
01/07/2014	Luxembourg	49.8	6.1	2	20	Evropa	36	36	100 %	2	1997	2025	2022 (4)	France (19); Belgium (11); United Kingdom (8); Germany (7); Austria (6); USA (4); Switzerland (3); Netherlands (3)	2025: Kontinental '25; 2025: Timestamp; 2025: It Was Just an Accident; 2024: All We Imagine as Light; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Luxembourg	Production country appearances in KVIFF catalogue
01/07/2014	Malawi	-13.3	34.3	1	1	Afrika	1	0	0 %	0	2014	2014	2014 (1)		2014: B'ella	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Malawi	Production country appearances in KVIFF catalogue
01/07/2014	Mauritania	21	-10.9	1	1	Afrika	1	1	100 %	0	2014	2014	2014 (1)	France (1)	2014: Timbuktu	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Mauritania	Production country appearances in KVIFF catalogue
01/07/2014	Mexico	23.6	-102.5	3	59	Latinska Amerika	94	48	51.1 %	1	1994	2025	2016 (9)	Spain (16); USA (14); France (13); Germany (12); Denmark (7); Netherlands (6); Argentina (5); Chile (3)	2025: Kill the Jockey; 2025: Blue Trail; 2025: Dreams; 2024: Dead Don't Hurt; 2024: Night Has Come	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Mexico	Production country appearances in KVIFF catalogue
01/07/2014	Montenegro	42.7	19.3	1	2	Evropa	6	6	100 %	0	2008	2021	2021 (2)	Serbia (5); Slovenia (3); Bosnia and Herzegovina (2); Croatia (2); Germany (1); United Kingdom (1); North Macedonia (1); Kosovo (1)	2021: After the Winter; 2021: Sisterhood; 2019: Mamonga; 2015: You Carry Me; 2014: Barbarians	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Montenegro	Production country appearances in KVIFF catalogue
01/07/2014	Netherlands	52.1	5.3	5	137	Evropa	211	123	58.3 %	7	1992	2025	2002 (22)	France (41); Germany (32); Belgium (23); USA (16); United Kingdom (14); Argentina (9); Sweden (9); Denmark (8)	2025: Two Prosecutors; 2025: Blue Trail; 2025: Divia; 2025: Timestamp; 2025: January	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Netherlands	Production country appearances in KVIFF catalogue
01/07/2014	New Zealand	-40.9	174.9	1	11	Oceanie	13	4	30.8 %	0	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	New Zealand	Production country appearances in KVIFF catalogue
01/07/2014	North Macedonia	41.6	21.7	1	11	Evropa	21	20	95.2 %	4	1995	2024	2021 (2)	Serbia (7); France (5); Kosovo (5); Czech Republic (4); Croatia (4); Bulgaria (3); Slovenia (3); Germany (3)	2024: Housekeeping for Beginners; 2021: Hive; 2021: Sisterhood; 2019: Half-Sister; 2018: Via Carpatia	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	North Macedonia	Production country appearances in KVIFF catalogue
01/07/2014	Norway	60.5	8.5	2	67	Evropa	100	45	45 %	2	1994	2025	2005 (11)	France (18); Sweden (15); Germany (14); Denmark (12); USA (5); Netherlands (5); Iceland (4); Qatar (4)	2025: Sentimental Value; 2025: Visitor; 2025: Don't Call Me Mama; 2025: Dreams; 2024: Shambhala	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Norway	Production country appearances in KVIFF catalogue
01/07/2014	Paraguay	-23.4	-58.4	1	1	Latinska Amerika	2	2	100 %	0	2014	2022	2022 (1)	Switzerland (1); Argentina (1); Mexico (1); USA (1); Germany (1); Netherlands (1); France (1)	2022: Eami; 2014: Cloudy Times	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Paraguay	Production country appearances in KVIFF catalogue
01/07/2014	Poland	52	19.1	6	136	Evropa	201	78	38.8 %	22	1994	2025	2013 (11)	Czech Republic (22); Germany (22); France (19); Slovak Republic (12); Sweden (10); USA (6); Denmark (5); United Kingdom (5)	2025: Divia; 2025: Things You Kill; 2025: Trains; 2025: Son of Happiness; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Poland	Production country appearances in KVIFF catalogue
