První účast na KVIFF	Země	Latitude	Longitude	Production country appearances	Filmů celkem	Filmů celkem k danému roku	Podíl koprodukcí	Koprodukce s Českem	Kontinent	První účast na KVIFF	Zatím poslední účast na KVIFF	Nejvýraznější rok	Top koprodukční partneři	Ukázkové filmy	DetailKey	Metric
07.01.2016	Jižní Korea	36.5	127.8	3	130	112	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2017	Jižní Korea	36.5	127.8	2	130	114	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2018	Jižní Korea	36.5	127.8	2	130	116	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2019	Jižní Korea	36.5	127.8	1	130	117	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2021	Jižní Korea	36.5	127.8	3	130	120	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2022	Jižní Korea	36.5	127.8	1	130	121	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2023	Jižní Korea	36.5	127.8	4	130	125	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2024	Jižní Korea	36.5	127.8	4	130	129	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2025	Jižní Korea	36.5	127.8	1	130	130	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.2026	Jižní Korea	36.5	127.8	2	130	132	12.3 %	1	Asie	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say toÂ You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	South Korea	Production country appearances in KVIFF catalogue
07.01.1996	Srí Lanka	7.9	80.8	1	2	1	0 %	0	Asie	1996	2021	2021 (1)		2021: Treasure; 1996: Illusions of Juliet	Sri Lanka	Production country appearances in KVIFF catalogue
07.01.2021	Srí Lanka	7.9	80.8	1	2	2	0 %	0	Asie	1996	2021	2021 (1)		2021: Treasure; 1996: Illusions of Juliet	Sri Lanka	Production country appearances in KVIFF catalogue
07.01.1994	Taiwan	23.7	121	1	39	1	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.1995	Taiwan	23.7	121	1	39	2	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.1996	Taiwan	23.7	121	2	39	4	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.1997	Taiwan	23.7	121	2	39	6	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.1998	Taiwan	23.7	121	2	39	8	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2000	Taiwan	23.7	121	2	39	10	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2001	Taiwan	23.7	121	2	39	12	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2002	Taiwan	23.7	121	1	39	13	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2003	Taiwan	23.7	121	2	39	15	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2004	Taiwan	23.7	121	1	39	16	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2005	Taiwan	23.7	121	2	39	18	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2006	Taiwan	23.7	121	1	39	19	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2007	Taiwan	23.7	121	1	39	20	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2008	Taiwan	23.7	121	1	39	21	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2009	Taiwan	23.7	121	1	39	22	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2010	Taiwan	23.7	121	2	39	24	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2014	Taiwan	23.7	121	2	39	26	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2016	Taiwan	23.7	121	2	39	28	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2019	Taiwan	23.7	121	1	39	29	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2021	Taiwan	23.7	121	2	39	31	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2022	Taiwan	23.7	121	2	39	33	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2023	Taiwan	23.7	121	1	39	34	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2024	Taiwan	23.7	121	4	39	38	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.2025	Taiwan	23.7	121	1	39	39	38.5 %	0	Asie	1994	2025	2024 (4)	France (7); USA (3); Japan (2); China (2); Singapore (2); Sweden (1); Philippines (1); Poland (1)	2025: Wedding Banquet; 2024: Shambhala; 2024: Sleep with Your Eyes Open; 2024: Pierce; 2024: Abiding Nowhere	Taiwan	Production country appearances in KVIFF catalogue
07.01.1995	Tádžikistán	38.9	71	1	2	1	100 %	0	Asie	1995	1999	1999 (1)	Russia (1); Switzerland (1); South Korea (1)	1999: The Flight of the Bee; 1995: Kosh ba Kosh	Tajikistan	Production country appearances in KVIFF catalogue
07.01.1999	Tádžikistán	38.9	71	1	2	2	100 %	0	Asie	1995	1999	1999 (1)	Russia (1); Switzerland (1); South Korea (1)	1999: The Flight of the Bee; 1995: Kosh ba Kosh	Tajikistan	Production country appearances in KVIFF catalogue
07.01.1998	Thajsko	15.9	101	2	21	2	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2000	Thajsko	15.9	101	2	21	4	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2001	Thajsko	15.9	101	1	21	5	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2004	Thajsko	15.9	101	1	21	6	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2006	Thajsko	15.9	101	4	21	10	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2009	Thajsko	15.9	101	1	21	11	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2010	Thajsko	15.9	101	1	21	12	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2011	Thajsko	15.9	101	1	21	13	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2013	Thajsko	15.9	101	2	21	15	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2016	Thajsko	15.9	101	1	21	16	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2021	Thajsko	15.9	101	3	21	19	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2022	Thajsko	15.9	101	1	21	20	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.2025	Thajsko	15.9	101	1	21	21	33.3 %	0	Asie	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Thailand	Production country appearances in KVIFF catalogue
07.01.1997	Turkmenistán	38.9	59.6	1	2	1	0 %	0	Asie	1997	1998	1998 (1)		1998: Toba - Repentance; 1997: The Burnt Soul	Turkmenistan	Production country appearances in KVIFF catalogue
07.01.1998	Turkmenistán	38.9	59.6	1	2	2	0 %	0	Asie	1997	1998	1998 (1)		1998: Toba - Repentance; 1997: The Burnt Soul	Turkmenistan	Production country appearances in KVIFF catalogue
07.01.2000	Uzbekistán	41.4	64.6	2	5	2	40 %	0	Asie	2000	2007	2000 (2)	Italy (2); France (2)	2007: First Stop; 2003: Comrade Boykenzhayev; 2001: Bo Ba Bu; 2000: Bo-Ba-Bu; 2000: Orator	Uzbekistan	Production country appearances in KVIFF catalogue
07.01.2001	Uzbekistán	41.4	64.6	1	5	3	40 %	0	Asie	2000	2007	2000 (2)	Italy (2); France (2)	2007: First Stop; 2003: Comrade Boykenzhayev; 2001: Bo Ba Bu; 2000: Bo-Ba-Bu; 2000: Orator	Uzbekistan	Production country appearances in KVIFF catalogue
07.01.2003	Uzbekistán	41.4	64.6	1	5	4	40 %	0	Asie	2000	2007	2000 (2)	Italy (2); France (2)	2007: First Stop; 2003: Comrade Boykenzhayev; 2001: Bo Ba Bu; 2000: Bo-Ba-Bu; 2000: Orator	Uzbekistan	Production country appearances in KVIFF catalogue
07.01.2007	Uzbekistán	41.4	64.6	1	5	5	40 %	0	Asie	2000	2007	2000 (2)	Italy (2); France (2)	2007: First Stop; 2003: Comrade Boykenzhayev; 2001: Bo Ba Bu; 2000: Bo-Ba-Bu; 2000: Orator	Uzbekistan	Production country appearances in KVIFF catalogue
07.01.1994	Vietnam	14.1	108.3	1	8	1	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.1996	Vietnam	14.1	108.3	1	8	2	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.1999	Vietnam	14.1	108.3	1	8	3	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.2001	Vietnam	14.1	108.3	2	8	5	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.2021	Vietnam	14.1	108.3	1	8	6	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.2023	Vietnam	14.1	108.3	1	8	7	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.2024	Vietnam	14.1	108.3	1	8	8	62.5 %	0	Asie	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet andÂ Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Vietnam	Production country appearances in KVIFF catalogue
07.01.1992	Austrálie	-25.3	133.8	1	96	1	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.1994	Austrálie	-25.3	133.8	1	96	2	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.1995	Austrálie	-25.3	133.8	1	96	3	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.1996	Austrálie	-25.3	133.8	1	96	4	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.1997	Austrálie	-25.3	133.8	23	96	27	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.1998	Austrálie	-25.3	133.8	3	96	30	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2000	Austrálie	-25.3	133.8	2	96	32	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2001	Austrálie	-25.3	133.8	2	96	34	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2002	Austrálie	-25.3	133.8	4	96	38	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2003	Austrálie	-25.3	133.8	5	96	43	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2004	Austrálie	-25.3	133.8	2	96	45	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
07.01.2005	Austrálie	-25.3	133.8	2	96	47	18.8 %	1	Austrálie	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen BonesÂ â ToÂ Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Australia	Production country appearances in KVIFF catalogue
